12,36,φ2,φ1,α1,0
12,37,φ1,φ4,α1,1
12,38,φ4,φ5,α1,0
12,39,φ5,φ5,α1,0
12,40,φ5,φ5,α3,1
12,41,φ5,φ5,α3,1
12,42,φ5,φ1,α1,0
12,43,φ1,φ2,α1,0
12,44,φ2,φ4,α1,0
12,45,φ4,φ3,α1,0
12,46,φ3,φ2,α1,0
12,47,φ2,φ3,α1,0
12,48,φ3,φ3,α2,1
12,49,φ3,φ4,α2,1
12,50,φ4,φ4,α2,0
12,51,φ4,φ2,α2,0
12,52,φ2,φ2,α2,0
12,53,φ2,φ5,α1,1
12,54,φ5,φ4,α1,0
12,55,φ4,φ4,α1,0
12,56,φ4,φ3,α1,0
12,57,φ3,φ4,α1,0
12,58,φ4,φ2,α2,1
13,1,φ4,φ5,α2,1
13,2,φ5,φ5,α2,0
13,3,φ5,φ5,α2,1
13,4,φ5,φ4,α1,0
13,5,φ4,φ5,α1,0
13,6,φ5,φ5,α3,1
13,7,φ5,φ5,α2,0
13,8,φ5,φ4,α1,0
13,9,φ4,φ5,α1,0
13,10,φ5,φ4,α2,1
13,11,φ4,φ5,α3,1
13,12,φ5,φ1,α1,0
13,13,φ1,φ3,α2,1
13,14,φ3,φ4,α1,0
13,15,φ4,φ3,α1,0
13,16,φ3,φ2,α1,0
13,17,φ2,φ4,α1,1
13,18,φ4,φ4,α1,0
13,19,φ4,φ5,α3,1
13,20,φ5,φ5,α1,0
13,21,φ5,φ5,α1,1
13,22,φ5,φ2,α1,0
13,23,φ2,φ4,α1,0
13,24,φ4,φ1,α1,0
13,25,φ1,φ2,α1,0
13,26,φ2,φ2,α1,1
13,27,φ2,φ5,α1,0
13,28,φ5,φ2,α2,1
13,29,φ2,φ2,α1,1
13,30,φ2,φ2,α2,0
13,31,φ2,φ1,α2,0
13,32,φ1,φ2,α3,0
13,33,φ2,φ3,α3,1
13,34,φ3,φ1,α1,0
13,35,φ1,φ1,α1,0
14,1,φ4,φ3,α1,0
14,2,φ3,φ3,α1,0
14,3,φ3,φ5,α1,0
14,4,φ5,φ4,α2,0
14,5,φ4,φ4,α1,0
14,6,φ4,φ3,α1,0
14,7,φ3,φ2,α1,0
14,8,φ2,φ1,α2,1
14,9,φ1,φ2,α1,1
14,10,φ2,φ2,α1,0
14,11,φ2,φ2,α1,0
14,12,φ2,φ3,α1,1
14,13,φ3,φ4,α2,0
14,14,φ4,φ4,α1,0
14,15,φ4,φ5,α1,0
14,16,φ5,φ4,α3,1
14,17,φ4,φ5,α1,1
14,18,φ5,φ1,α1,0
14,19,φ1,φ1,α1,0
14,20,φ1,φ3,α1,0
14,21,φ3,φ4,α1,0
14,22,φ4,φ5,α2,0
14,23,φ5,φ4,α1,1
14,24,φ4,φ3,α2,1
14,25,φ3,φ3,α1,1
14,26,φ3,φ4,α1,1
14,27,φ4,φ5,α1,0
14,28,φ5,φ4,α1,0
14,29,φ4,φ3,α1,0
14,30,φ3,φ3,α3,0
14,31,φ3,φ2,α1,0
14,32,φ2,φ3,α1,0
14,33,φ3,φ2,α1,0
14,34,φ2,φ2,α1,0
14,35,φ2,φ3,α1,0
14,36,φ3,φ3,α2,1
14,37,φ3,φ4,α1,1
14,38,φ4,φ2,α1,0
14,39,φ2,φ2,α1,0
14,40,φ2,φ4,α1,0
14,41,φ4,φ1,α1,0
14,42,φ1,φ2,α1,0
14,43,φ2,φ2,α1,0
14,44,φ2,φ1,α3,0
14,45,φ1,φ4,α1,0
14,46,φ4,φ4,α1,0
14,47,φ4,φ4,α1,0
14,48,φ4,φ1,α1,0
14,49,φ1,φ1,α2,0
14,50,φ1,φ1,α1,0
14,51,φ1,φ1,α1,1
14,52,φ1,φ3,α1,0
14,53,φ3,φ2,α2,0
14,54,φ2,φ3,α1,0
14,55,φ3,φ5,α1,0
14,56,φ5,φ4,α2,0
14,57,φ4,φ5,α1,0
14,58,φ5,φ3,α2,0
15,1,φ5,φ2,α1,1
